RANK,GENE_SYMBOL,NUMBER_PATHWAYS
5265,OR5K2,1
5266,OR5K3,1
5267,OR5K4,1
5268,OR5L1,1
5269,MRPL40,1
5270,MRPL41,1
5271,OR5L2,1
5272,OR5M1,1
5273,SCN3A,1
5274,TAS2R31,1
5275,SCN9A,1
5276,KIF13B,1
5277,DYNLT4,1
5278,DYNLT5,1
5279,NCR3,1
5280,HOOK3,1
5281,KIF11,1
5282,NCR2,1
5283,KIF12,1
5284,KIF13A,1
5285,NCR1,1
5286,KIF14,1
5287,DYNLT2,1
5288,KIF15,1
5289,KIF16B,1
5290,KIF17,1
5291,KIF18A,1
5292,KIF18B,1
5293,KIF19,1
5294,KIF1A,1
5295,MRPL51,1
5296,MRPL52,1
5297,GNL2,1
5298,GNL3,1
5299,MRPL53,1
5300,NHP2,1
5301,POP4,1
5302,POP1,1
5303,NVL,1
5304,NOP58,1
5305,PAQR9,1
5306,NOP10,1
5307,NOL6,1
5308,NOB1,1
5309,PAQR6,1
5310,NAT10,1
5311,GNL3L,1
5312,MPHOSPH10,1
5313,MDN1,1
5314,DNAI3,1
5315,DNAI4,1
5316,LSG1,1
5317,IMP4,1
5318,IMP3,1
5319,HEATR1,1
5320,GTPBP4,1
5321,LAT2,1
5322,KIF1B,1
5323,POP7,1
5324,FBLL1,1
5325,KIF4B,1
5326,MRPS10,1
5327,MRPS11,1
5328,KIF6,1
5329,KIF9,1
5330,KIFAP3,1
5331,KIFC1,1
5332,KIFC2,1
5333,KIFC3,1
5334,FBL,1
5335,KIF4A,1
5336,EMG1,1
5337,EIF6,1
5338,EFL1,1
5339,P2RY8,1
5340,DKC1,1
5341,BMS1,1
5342,AFG2A,1
5343,IL32,1
5344,MRPS12,1
5345,CD5,1
5346,CD7,1
5347,HCST,1
5348,GAR1,1
5349,MRPL54,1
5350,KIF1C,1
5351,MS4A1,1
5352,MRPL55,1
5353,MRPL9,1
5354,KIF20A,1
5355,KIF20B,1
5356,KIF21A,1
5357,KIF21B,1
5358,FCF1,1
5359,KIF3C,1
5360,KIF24,1
5361,KIF25,1
5362,KIF26A,1
5363,KIF26B,1
5364,KIF27,1
5365,KIF2A,1
5366,KIF2B,1
5367,KIF2C,1
5368,KIF3B,1
5369,POP5,1
5370,PWP2,1
5371,MAPK15,1
5372,TAS2R9,1
5373,TAS2R42,1
5374,TAS2R43,1
5375,TAS2R45,1
5376,TAS2R46,1
5377,TAS2R5,1
5378,TAS2R50,1
5379,TAS2R60,1
5380,TAS2R7,1
5381,TAS2R8,1
5382,TRPM5,1
5383,TAS2R40,1
5384,ULBP1,1
5385,GNAT1,1
5386,GNAT2,1
5387,GUCA1A,1
5388,SH3BP2,1
5389,GUCA1B,1
5390,RAET1L,1
5391,RAET1G,1
5392,GUCA1C,1
5393,TAS2R41,1
5394,TAS2R4,1
5395,SNORD3F,1
5396,ULBP3,1
5397,SNORD3K,1
5398,SNORD3J,1
5399,SNORD3I,1
5400,TAS1R1,1
5401,SNORD3H,1
5402,SNORD3G,1
5403,TAS2R1,1
5404,TAS2R10,1
5405,LCN2,1
5406,TAS2R13,1
5407,TAS2R39,1
5408,TAS2R14,1
5409,TAS2R16,1
5410,TAS2R19,1
5411,TAS2R20,1
5412,ULBP2,1
5413,TAS2R3,1
5414,TAS2R30,1
5415,OR52I1,1
5416,TAS2R38,1
5417,RCVRN,1
5418,RHO,1
5419,RBM28,1
5420,RPP25,1
5421,IQGAP3,1
5422,ITGAD,1
5423,ITGAE,1
5424,RPP30,1
5425,RPP25L,1
5426,RGCC,1
5427,SPATA13,1
5428,TMSB4X,1
5429,TMSB4Y,1
5430,RMRP,1
5431,RPP38,1
5432,RIOK2,1
5433,RIOK1,1
5434,BICDL1,1
5435,BICDL2,1
5436,CENPE,1
5437,REXO5,1
5438,REXO2,1
5439,REXO1,1
5440,RCL1,1
5441,IQGAP2,1
5442,FGD3,1
5443,SAG,1
5444,ABI2,1
5445,RAET1E,1
5446,SLC24A1,1
5447,ASIC1,1
5448,ASIC3,1
5449,ASIC4,1
5450,ASIC5,1
5451,TRPA1,1
5452,TRPM8,1
5453,TRPV3,1
5454,ARHGEF4,1
5455,FGD1,1
5456,SNORD3E,1
5457,SNORD3D,1
5458,SNORD3C,1
5459,SNORD3A,1
5460,SBDS,1
5461,CYRIA,1
5462,CYRIB,1
5463,RRP7A,1
5464,RPP40,1
5465,OR52I2,1
5466,OR51I1,1
5467,OR52H1,1
5468,OR10V1,1
5469,OR10G9,1
5470,OR10H1,1
5471,DBP,1
5472,CRY2,1
5473,CRY1,1
5474,OR10H2,1
5475,MRPL23,1
5476,OR10H3,1
5477,OR10H4,1
5478,MRPL24,1
5479,OR10H5,1
5480,OR10J1,1
5481,OR10J4,1
5482,OR10J5,1
5483,BHLHE41,1
5484,OR10K1,1
5485,OR10K2,1
5486,OR10P1,1
5487,OR10Q1,1
5488,OR10R2,1
5489,OR10S1,1
5490,OR10G8,1
5491,FBXL3,1
5492,OR10G7,1
5493,OR10A5,1
5494,GNAZ,1
5495,PPP1R17,1
5496,ANO2,1
5497,NPAS2,1
5498,NCALD,1
5499,OR10A2,1
5500,OR10A3,1
5501,OR10A4,1
5502,NFIL3,1
5503,OR10A6,1
5504,OR10G6,1
5505,OR10A7,1
5506,OR10AC1,1
5507,OR10AD1,1
5508,OR10AG1,1
5509,OR10C1,1
5510,OR10D3,1
5511,OR10G2,1
5512,OR10G3,1
5513,OR10G4,1
5514,OR10T2,1
5515,OR10W1,1
5516,OR1E1,1
5517,OR10X1,1
5518,MRPL28,1
5519,OR13C9,1
5520,RHBDF2,1
5521,OR13D1,1
5522,OR13F1,1
5523,OR13G1,1
5524,OR13H1,1
5525,OR13J1,1
5526,OR14A16,1
5527,OR14A2,1
5528,OR14C36,1
5529,OR14I1,1
5530,RHBDF1,1
5531,OR14J1,1
5532,OR14K1,1
5533,OR1A1,1
5534,OR1A2,1
5535,OR1B1,1
5536,OR1C1,1
5537,OR1D2,1
5538,OR1D4,1
5539,THY1,1
5540,OR13C8,1
5541,OR13C5,1
5542,OR11H6,1
5543,OR10Z1,1
5544,OR11A1,1
5545,BHLHE40,1
5546,OR11G2,1
5547,OR11H1,1
5548,OR11H12,1
5549,PIGR,1
5550,OR11H2,1
5551,OR11H4,1
5552,MRPL27,1
5553,TXK,1
5554,OR11H7,1
5555,OR11L1,1
5556,OR12D1,1
5557,OR12D2,1
5558,OR12D3,1
5559,OR13A1,1
5560,OR13C2,1
5561,OR13C3,1
5562,OR13C4,1
5563,SCN1A,1
5564,CALY,1
5565,NR1D1,1
5566,TRAK2,1
5567,STXBP1,1
5568,SYT1,1
5569,UNC13A,1
5570,UNC13B,1
5571,UNC13C,1
5572,COX19,1
5573,MRPL11,1
5574,COX18,1
5575,MRPL10,1
5576,COX16,1
5577,MRPL1,1
5578,BEX3,1
5579,KGD4,1
5580,COX14,1
5581,IRAK3,1
5582,COA7,1
5583,COA6,1
5584,COA5,1
5585,COA4,1
5586,KIDINS220,1
5587,COA3,1
5588,MRPL12,1
5589,COX20,1
5590,MRPL15,1
5591,CPLX2,1
5592,NDUFAF6,1
5593,NDUFAF3,1
5594,NDUFAF7,1
5595,NDUFAF8,1
5596,NDUFAF2,1
5597,SLC25A20,1
5598,SLC25A29,1
5599,ZNF516,1
5600,CPLX1,1
5601,CPLX3,1
5602,SLC6A7,1
5603,CPLX4,1
5604,NAPA,1
5605,NDUFAF1,1
5606,KLB,1
5607,KDM3B,1
5608,KDM3A,1
5609,KDM1A,1
5610,MRPL14,1
5611,MRPL13,1
5612,COA1,1
5613,MAGED1,1
5614,MATK,1
5615,CYP4X1,1
5616,UTP6,1
5617,UTP4,1
5618,UTP18,1
5619,UTP15,1
5620,MRPL19,1
5621,MRPL2,1
5622,RORB,1
5623,KCNQ4,1
5624,KCNQ5,1
5625,KCND2,1
5626,WDR36,1
5627,UTP14C,1
5628,MRPL20,1
5629,MRPL21,1
5630,MRPL22,1
5631,UTP14A,1
5632,PLCL1,1
5633,SLC12A5,1
5634,SLC38A5,1
5635,NR1D2,1
5636,WDR3,1
5637,WDR43,1
5638,PRDM4,1
5639,FAAH,1
5640,MRPL16,1
5641,SH2B1,1
5642,PATE4,1
5643,SH2B3,1
5644,ZNF274,1
5645,NOS1AP,1
5646,ABHD6,1
5647,DAP3,1
5648,PATE3,1
5649,NAPEPLD,1
5650,WDR75,1
5651,DLGAP1,1
5652,MRPL17,1
5653,LZTS3,1
5654,NCDN,1
5655,SHANK1,1
5656,SHANK2,1
5657,SHANK3,1
5658,MRPL18,1
5659,PATE2,1
5660,OR1D5,1
5661,OR1E2,1
5662,OR52E8,1
5663,OR4M2B,1
5664,OR4D9,1
5665,OR4E1,1
5666,OR4E2,1
5667,OR4F15,1
5668,OR4F16,1
5669,OR4F17,1
5670,OR4F21,1
5671,OR4F29,1
5672,OR4F3,1
5673,OR4F5,1
5674,OR4F6,1
5675,OR4K1,1
5676,OR4K13,1
5677,OR4K14,1
5678,OR4K15,1
5679,OR4K17,1
5680,OR4K2,1
5681,OR4K3,1
5682,OR4K5,1
5683,OR4L1,1
5684,OR4M1,1
5685,OR4D6,1
5686,OR4D5,1
5687,OR4D2,1
5688,OR4C12,1
5689,OR3A1,1
5690,OR3A2,1
5691,OR3A3,1
5692,OR4A15,1
5693,OR4A16,1
5694,OR4A47,1
5695,OR4A5,1
5696,OR4B1,1
5697,OR4C11,1
5698,OR4C13,1
5699,OR4D11,1
5700,OR4C15,1
5701,OR4C16,1
5702,OR4C3,1
5703,OR4C45,1
5704,OR4C46,1
5705,OR4C5,1
5706,OR4C6,1
5707,OR4D1,1
5708,OR4D10,1
5709,OR4M2,1
5710,IFITM1,1
5711,OR1F1,1
5712,OR4N2,1
5713,OR51G1,1
5714,OR51G2,1
5715,NDUFAF5,1
5716,OR51I2,1
5717,OR51L1,1
5718,OR51M1,1
5719,OR51Q1,1
5720,OR51S1,1
5721,OR51T1,1
5722,OR51V1,1
5723,OR52A1,1
5724,OR52A5,1
5725,OR52B2,1
5726,OR52B4,1
5727,OR52B6,1
5728,OR52D1,1
5729,OR52E1,1
5730,OR52E2,1
5731,OR52E4,1
5732,OR52E5,1
5733,OR52E6,1
5734,OR51F2,1
5735,OR51F1,1
5736,OR51E2,1
5737,OR4X1,1
5738,OR4N4,1
5739,OR4N4C,1
5740,DAPP1,1
5741,OR4N5,1
5742,OR4P4,1
5743,OR4Q2,1
5744,OR4Q3,1
5745,OR4S1,1
5746,OR4S2,1
5747,OR4X2,1
5748,OR51E1,1
5749,OR51A2,1
5750,OR51A4,1
5751,OR51A7,1
5752,OR51B2,1
5753,OR51B4,1
5754,OR51B5,1
5755,OR51B6,1
5756,OR51C1,1
5757,OR51D1,1
5758,ALOX5AP,1
5759,OR2Z1,1
5760,OR2Y1,1
5761,OR2W3,1
5762,OR2A25,1
5763,OR2A4,1
5764,OR2A42,1
5765,OR2A5,1
5766,OR2A7,1
5767,OR2AE1,1
5768,BAG4,1
5769,OR2AG1,1
5770,OR2AG2,1
5771,OR2AJ1,1
5772,OR2AK2,1
5773,OR2AP1,1
5774,MRPL30,1
5775,MRPL32,1
5776,OR2AT4,1
5777,OR2B11,1
5778,OR2B2,1
5779,OR2B3,1
5780,MRPL33,1
5781,OR2B6,1
5782,OR2B8,1
5783,OR2A2,1
5784,FRMD8,1
5785,OR2A14,1
5786,OR1L4,1
5787,OR1G1,1
5788,MRPL3,1
5789,OR1I1,1
5790,OR1J1,1
5791,OR1J2,1
5792,OR1J4,1
5793,OR1K1,1
5794,OR1L1,1
5795,OR1L3,1
5796,OR1L6,1
5797,OR2A12,1
5798,OR1L8,1
5799,OR1M1,1
5800,OR1N1,1
5801,OR1N2,1
5802,OR1Q1,1
5803,OR1R1,1
5804,OR1S1,1
5805,OR1S2,1
5806,OR2A1,1
5807,OR2C1,1
5808,OR2C3,1
5809,OR2D2,1
5810,OR2T35,1
5811,OR2T10,1
5812,OR2T11,1
5813,OR2T12,1
5814,OR2T2,1
5815,OR2T27,1
5816,OR2T29,1
5817,OR2T3,1
5818,OR2T33,1
5819,OR2T34,1
5820,OR2T4,1
5821,OR2S2,1
5822,OR2T5,1
5823,OR2T6,1
5824,OR2T7,1
5825,OR2T8,1
5826,MRPL35,1
5827,MYO15A,1
5828,OR2V1,1
5829,OR2V2,1
5830,OR2W1,1
5831,OR2T1,1
5832,OR2M7,1
5833,OR2D3,1
5834,OR2J2,1
5835,OR2F1,1
5836,OR2F2,1
5837,OR2G2,1
5838,OR2G3,1
5839,MRPL34,1
5840,OR2G6,1
5841,OR2H1,1
5842,OR2H2,1
5843,OR2J1,1
5844,OR2J3,1
5845,OR2M5,1
5846,OR2K2,1
5847,OR2L13,1
5848,OR2L2,1
5849,OR2L3,1
5850,OR2L5,1
5851,OR2L8,1
5852,OR2M2,1
5853,OR2M3,1
5854,OR2M4,1
5855,IL36A,1
5856,TAOK3,1
5857,MYO15B,1
5858,CRTC3,1
5859,TPSD1,1
5860,HES2,1
5861,HES3,1
5862,HES4,1
5863,HES6,1
5864,HES7,1
5865,NFX1,1
5866,OASL,1
5867,TADA3,1
5868,TIMP1,1
5869,CRTC1,1
5870,GPS2,1
5871,TPSAB1,1
5872,MSX1,1
5873,MSX2,1
5874,RANBP3,1
5875,CD200R1,1
5876,CD200R1L,1
5877,CLEC2B,1
5878,CFP,1
5879,EIF2B1,1
5880,EIF2B2,1
5881,EIF2B3,1
5882,EIF2B4,1
5883,TPSB2,1
5884,TMPRSS4,1
5885,HCFC2,1
5886,KLRB1,1
5887,EEF1G,1
5888,HSF1,1
5889,RAB1B,1
5890,ARHGEF28,1
5891,SKAP2,1
5892,APOL1,1
5893,EDARADD,1
5894,HPR,1
5895,ACKR1,1
5896,GYPB,1
5897,GYPC,1
5898,SERPINB10,1
5899,TMPRSS11D,1
5900,SERPINB13,1
5901,SERPINB3,1
5902,SERPINB4,1
5903,SERPINB6,1
5904,SERPINB9,1
5905,CEBPG,1
5906,EIF3E,1
5907,IFIT1,1
5908,IFIT1B,1
5909,EIF3H,1
5910,HNRNPUL1,1
5911,EIF2B5,1
5912,ZMPSTE24,1
5913,CLK1,1
5914,KDM6A,1
5915,ETV6,1
5916,ETV7,1
5917,EWSR1,1
5918,EYA1,1
5919,FEV,1
5920,FLI1,1
5921,RETSAT,1
5922,HOXA10,1
5923,HOXA11,1
5924,HOXA9,1
5925,JMJD1C,1
5926,KLF3,1
5927,ETV4,1
5928,LDB1,1
5929,LMO2,1
5930,LYL1,1
5931,MLF1,1
5932,MYCN,1
5933,NFKBIZ,1
5934,NR4A3,1
5935,NUPR1,1
5936,PAX3,1
5937,PAX5,1
5938,PAX7,1
5939,PLK2,1
5940,ETV1,1
5941,RCE1,1
5942,ICMT,1
5943,PDSS2,1
5944,PDSS1,1
5945,SRPK1,1
5946,ZC3HAV1,1
5947,SAP30,1
5948,SAP30L,1
5949,DCAF1,1
5950,PCYOX1,1
5951,NUS1,1
5952,DEPP1,1
5953,FBXO25,1
5954,FBXO32,1
5955,CDK14,1
5956,FNTB,1
5957,FNTA,1
5958,PLEKHG5,1
5959,DHDDS,1
5960,FOXG1,1
5961,FXN,1
5962,AFF1,1
5963,ASPSCR1,1
5964,BAIAP3,1
5965,BCL11B,1
5966,BMP2K,1
5967,CLK4,1
5968,IRF8,1
5969,MYO16,1
5970,MYOD1,1
5971,RCOR1,1
5972,TGM2,1
5973,AFG3L2,1
5974,ATXN10,1
5975,ATXN8OS,1
5976,BEAN1,1
5977,CIC,1
5978,DAB1,1
5979,FGF14,1
5980,KCNC3,1
5981,KCND3,1
5982,OMA1,1
5983,GALR2,1
5984,PUM1,1
5985,PUM2,1
5986,TWNK,1
5987,FARSB,1
5988,STIP1,1
5989,GPSM1,1
5990,ARC,1
5991,CAMKK1,1
5992,PKIA,1
5993,SLC29A1,1
5994,SLC29A2,1
5995,GARS1,1
5996,GALR3,1
5997,ARHGAP10,1
5998,ANXA7,1
5999,TARS3,1
6000,TARS2,1
6001,TARS1,1
6002,SARS2,1
6003,SARS1,1
6004,RARS2,1
6005,RARS1,1
6006,PARS2,1
6007,NARS2,1
6008,ANG,1
6009,ANXA11,1
6010,NARS1,1
6011,HARS1,1
6012,CARD10,1
6013,LARS2,1
6014,CHCHD10,1
6015,HNRNPA2B1,1
6016,MATR3,1
6017,LARS1,1
6018,KARS1,1
6019,IARS2,1
6020,IARS1,1
6021,SETX,1
6022,HARS2,1
6023,SLC29A3,1
6024,FARSA,1
6025,STX10,1
6026,EXOC5,1
6027,TNIP1,1
6028,UBE2V1,1
6029,UBE2V1P16,1
6030,UBE2V2,1
6031,ACBD3,1
6032,AHNAK,1
6033,AHNAK2,1
6034,ANXA2,1
6035,ARL8A,1
6036,ARL8B,1
6037,EXOC4,1
6038,FBXO22,1
6039,TECPR1,1
6040,FHOD1,1
6041,FYCO1,1
6042,GCC2,1
6043,PLEKHM2,1
6044,PODXL,1
6045,CARD14,1
6046,RHOB,1
6047,RHOJ,1
6048,SNX18,1
6049,SNX33,1
6050,SNX9,1
6051,TIFA,1
6052,SEPTIN7,1
6053,FARS2,1
6054,KDELR2,1
6055,ELMO3,1
6056,DARS2,1
6057,SEPTIN1,1
6058,DARS1,1
6059,CARS2,1
6060,CARS1,1
6061,AARS2,1
6062,AARS1,1
6063,GALR1,1
6064,GALP,1
6065,KDELR1,1
6066,KDELR3,1
6067,GLMN,1
6068,ABCF2,1
6069,GAL,1
6070,BAIAP2L1,1
6071,NCL,1
6072,NLRP4,1
6073,TMBIM6,1
6074,TMED10,1
6075,CAPNS1,1
6076,CAST,1
6077,FNBP1,1
6078,FNBP1L,1
6079,PBX3,1
6080,PLK4,1
6081,PROM1,1
6082,MIR520E,1
6083,MIR375,1
6084,MIR423,1
6085,MIR449A,1
6086,MIR449B,1
6087,MIR449C,1
6088,MIR451A,1
6089,MIR483,1
6090,MIR494,1
6091,MIR520A,1
6092,MIR520B,1
6093,MIR520C,1
6094,MIR520G,1
6095,MIR363,1
6096,MIR520H,1
6097,MIR602,1
6098,MIR615,1
6099,MIR625,1
6100,MIR92A1,1
6101,MIR92A2,1
6102,MIR96,1
6103,PIP4P2,1
6104,MIR99A,1
6105,MIR99B,1
6106,NSMAF,1
6107,MIR373,1
6108,MIR34C,1
6109,ORMDL2,1
6110,MIR30C2,1
6111,MIR25,1
6112,MIR26A1,1
6113,MIR26A2,1
6114,MIR26B,1
6115,MIR27A,1
6116,MIR27B,1
6117,MIR28,1
6118,PIP4P1,1
6119,MIR30A,1
6120,MIR30B,1
6121,MIR30C1,1
6122,MIR30D,1
6123,MIR34B,1
6124,MIR30E,1
6125,MIR31,1
6126,MIR32,1
6127,MIR324,1
6128,MIR326,1
6129,MIR330,1
6130,MIR331,1
6131,MIR335,1
6132,MIR342,1
6133,MIR345,1
6134,MIR34A,1
6135,ORMDL1,1
6136,BRS3,1
6137,SIX1,1
6138,SSB,1
6139,SLC44A1,1
6140,SLC44A2,1
6141,SLC44A3,1
6142,SLC44A4,1
6143,SLC44A5,1
6144,BATF,1
6145,BATF2,1
6146,BATF3,1
6147,EPX,1
6148,PRG2,1
6149,RO60,1
6150,TRIM21,1
6151,SLC22A4,1
6152,IGLL1,1
6153,MPC1,1
6154,MPC1L,1
6155,MPC2,1
6156,PDK2,1
6157,PDK3,1
6158,PDK4,1
6159,EIF4G1,1
6160,EIF4G2,1
6161,EIF4G3,1
6162,MIB1,1
6163,SLC22A5,1
6164,SLC22A3,1
6165,ORMDL3,1
6166,NR1I3,1
6167,SPTSSA,1
6168,RECK,1
6169,SLC7A1,1
6170,SOX4,1
6171,SPRY2,1
6172,TP63,1
6173,TRIM71,1
6174,ZEB2,1
6175,ZFPM2,1
6176,SPTSSB,1
6177,KLF5,1
6178,PAQR5,1
6179,SLC22A2,1
6180,PAQR7,1
6181,PAQR8,1
6182,AS3MT,1
6183,SLC26A1,1
6184,SLC26A2,1
6185,UPK3A,1
6186,CDH17,1
6187,CDX2,1
6188,REG4,1
6189,SCO2,1
6190,SLC16A3,1
6191,MIR23C,1
6192,MIR23B,1
6193,MIR23A,1
6194,DICER1,1
6195,HSPB2,1
6196,LUM,1
6197,CHRND,1
6198,CYP27C1,1
6199,NUDT16L1,1
6200,CHRNB3,1
6201,TFAP4,1
6202,TWIST1,1
6203,TWIST2,1
6204,BCL2L2,1
6205,BMF,1
6206,FOXP1,1
6207,GPC3,1
6208,FSCN1,1
6209,IGF2BP1,1
6210,MIR100,1
6211,MIR103A1,1
6212,MIR103A2,1
6213,MIR103B1,1
6214,MIR103B2,1
6215,MIR106A,1
6216,MIR106B,1
6217,MIR107,1
6218,MIR122,1
6219,CHRNE,1
6220,CHRNG,1
6221,MIR224,1
6222,TLX1,1
6223,SIX4,1
6224,CORT,1
6225,SSX1,1
6226,SSX2,1
6227,SSX2B,1
6228,SSX3,1
6229,SSX4,1
6230,SSX4B,1
6231,SSX5,1
6232,SSX7,1
6233,SUPT3H,1
6234,TLX3,1
6235,ANK1,1
6236,TSPAN7,1
6237,WT1,1
6238,CNR2,1
6239,DNAJA3,1
6240,HPN,1
6241,SND1,1
6242,CYP3A43,1
6243,SULT1A1,1
6244,SULT1A2,1
6245,SULT1A3,1
6246,SULT1A4,1
6247,MIR125A,1
6248,MIR125B1,1
6249,MIR125B2,1
6250,MIR200C,1
6251,MIR192,1
6252,MIR193B,1
6253,MIR195,1
6254,MIR199A1,1
6255,MIR199A2,1
6256,MIR199B,1
6257,MIR19A,1
6258,MIR19B1,1
6259,MIR19B2,1
6260,MIR200A,1
6261,MIR200B,1
6262,MIR203A,1
6263,MIR126,1
6264,MIR203B,1
6265,MIR205,1
6266,MIR206,1
6267,MIR20A,1
6268,MIR20B,1
6269,MIR210,1
6270,MIR214,1
6271,MIR215,1
6272,MIR221,1
6273,MIR222,1
6274,MIR223,1
6275,MIR18B,1
6276,MIR18A,1
6277,MIR183,1
6278,MIR181D,1
6279,MIR133A1,1
6280,MIR133A2,1
6281,MIR133B,1
6282,MIR135A1,1
6283,MIR135A2,1
6284,MIR135B,1
6285,MIR137,1
6286,CHRNB1,1
6287,MIR143,1
6288,MIR145,1
6289,MIR146A,1
6290,MIR146B,1
6291,MIR150,1
6292,MIR152,1
6293,MIR155,1
6294,MIR15A,1
6295,MIR15B,1
6296,MIR17,1
6297,MIR181A1,1
6298,MIR181A2,1
6299,MIR181B1,1
6300,MIR181B2,1
6301,MIR181C,1
6302,TRNC,1
6303,TRND,1
6304,TRNE,1
6305,RELL2,1
6306,NMB,1
6307,PCLO,1
6308,RIMS2,1
6309,TRPM4,1
6310,MSTN,1
6311,STK10,1
6312,EBAG9,1
6313,FKBP4,1
6314,FKBP5,1
6315,GREB1,1
6316,RELL1,1
6317,TFF1,1
6318,NMS,1
6319,ASIP,1
6320,CSN2,1
6321,ELF5,1
6322,ALB,1
6323,ASGR2,1
6324,DUOX1,1
6325,DUOX2,1
6326,DUOXA2,1
6327,IYD,1
6328,RELT,1
6329,SERPINA7,1
6330,NMBR,1
6331,NMU,1
6332,SLC5A5,1
6333,FLOT2,1
6334,TMOD3,1
6335,TMOD4,1
6336,TRIM54,1
6337,TRIM55,1
6338,TRIM63,1
6339,PTGR3,1
6340,NPFFR1,1
6341,XIRP1,1
6342,XIRP2,1
6343,NPFF,1
6344,FLOT1,1
6345,NPBWR2,1
6346,FFAR1,1
6347,NPBWR1,1
6348,NPB,1
6349,NMUR2,1
6350,NMUR1,1
6351,PPP1R3F,1
6352,PRKAR1A,1
6353,PRKAR1B,1
6354,PRKAR2A,1
6355,PRKAR2B,1
6356,RHOQ,1
6357,TRIP10,1
6358,SLC26A4,1
6359,TTF1,1
6360,TNFSF12,1
6361,TNFRSF25,1
6362,LYNX1,1
6363,LTB4R,1
6364,TNFRSF18,1
6365,NR0B1,1
6366,TNFRSF19,1
6367,TNFRSF21,1
6368,BGLAP,1
6369,GCM1,1
6370,GCM2,1
6371,MAFB,1
6372,MMP15,1
6373,MMP17,1
6374,LYPD6,1
6375,MMP24,1
6376,MMP25,1
6377,NACA,1
6378,NACA2,1
6379,OXSR1,1
6380,TNFRSF4,1
6381,SLC12A3,1
6382,HRH4,1
6383,TNFRSF6B,1
6384,TNFRSF8,1
6385,STK39,1
6386,KCNK9,1
6387,BIK,1
6388,TTF2,1
6389,MED30,1
6390,TTR,1
6391,DIO3,1
6392,MED12,1
6393,MED12L,1
6394,MED13,1
6395,MED13L,1
6396,MED14,1
6397,MED16,1
6398,MED17,1
6399,MED24,1
6400,MED27,1
6401,MED4,1
6402,CARM1,1
6403,RCAN2,1
6404,PPP4C,1
6405,PPP4R3A,1
6406,PPP4R3B,1
6407,PPP4R3C,1
6408,SIK,1
6409,SIK1,1
6410,SIK2,1
6411,CIDEC,1
6412,TNFRSF12A,1
6413,LYPD6B,1
6414,TMOD2,1
6415,TMOD1,1
6416,TMEM43,1
6417,CD33,1
6418,ABCA9,1
6419,ABCA8,1
6420,ABCA7,1
6421,ANKRD1,1
6422,ANKRD2,1
6423,ANKRD23,1
6424,BGN,1
6425,CAPN3,1
6426,ABCA6,1
6427,ABCA5,1
6428,ABCA4,1
6429,ABCA3,1
6430,TUBE1,1
6431,ABCA13,1
6432,CSRP1,1
6433,CSRP2,1
6434,CSRP3,1
6435,ABCA10,1
6436,NTSR2,1
6437,TOP2B,1
6438,TOP2A,1
6439,NTS,1
6440,NR3C1,1
6441,FBLN1,1
6442,ABCB10,1
6443,TUBD1,1
6444,TCAP,1
6445,MYO3A,1
6446,MYO18A,1
6447,MYO18B,1
6448,MYO19,1
6449,ABCG4,1
6450,IL36B,1
6451,IL36G,1
6452,P2RY10,1
6453,IL36RN,1
6454,ABCC9,1
6455,ABCC6,1
6456,ABCC12,1
6457,MYO3B,1
6458,INHA,1
6459,ABCC11,1
6460,ABCC10,1
6461,ABCB8,1
6462,MYO7A,1
6463,MYO7B,1
6464,MYO9A,1
6465,MYO9B,1
6466,STARD9,1
6467,ABCB7,1
6468,ABCB6,1
6469,ABCB5,1
6470,FBLN2,1
6471,FBN2,1
6472,FBN3,1
6473,NPW,1
6474,NRAP,1
6475,OBSCN,1
6476,PDLIM1,1
6477,PDLIM2,1
6478,PDLIM3,1
6479,PDLIM4,1
6480,PDLIM5,1
6481,PDLIM7,1
6482,NPY4R2,1
6483,NPY4R,1
6484,NPY2R,1
6485,NPVF,1
6486,FHL3,1
6487,NPSR1,1
6488,NPS,1
6489,NPFFR2,1
6490,PTGR1,1
6491,PTGR2,1
6492,SUN1,1
6493,SUN2,1
6494,SYNE1,1
6495,SYNE2,1
6496,SYNE3,1
6497,SYNPO2,1
6498,NID2,1
6499,NID1,1
6500,NEBL,1
6501,NEB,1
6502,FLNC,1
6503,FMN2,1
6504,FMNL1,1
6505,FMNL2,1
6506,FMNL3,1
6507,INF2,1
6508,LDB3,1
6509,LMOD1,1
6510,LMOD2,1
6511,LMOD3,1
6512,MYBPC1,1
6513,MYBPC2,1
6514,NPY5R,1
6515,MYBPH,1
6516,MYBPHL,1
6517,MYOM1,1
6518,MYOM2,1
6519,MYOM3,1
6520,MYOT,1
6521,MYOZ1,1
6522,MYOZ2,1
6523,MYOZ3,1
6524,MYPN,1
6525,TNFRSF9,1
6526,WNK1,1
6527,TRNF,1
6528,CUBN,1
6529,VARS2,1
6530,SLC22A7,1
6531,VARS1,1
6532,SLC4A5,1
6533,SLC51A,1
6534,SLC51B,1
6535,SLCO1A2,1
6536,TRNY,1
6537,TRNW,1
6538,AMN,1
6539,TRNV,1
6540,TRNT,1
6541,NR1H4,1
6542,TRNS2,1
6543,RBP2,1
6544,SLC19A2,1
6545,SLC19A3,1
6546,SLC23A1,1
6547,SLC52A3,1
6548,SLC5A6,1
6549,TRNS1,1
