RANK,GENE_SYMBOL,NUMBER_PATHWAYS
2682,CDO1,3
2683,EEA1,3
2684,DNMT1,3
2685,TRIM25,3
2686,DNMT3B,3
2687,NT5C3B,3
2688,AK3,3
2689,CAPZB,3
2690,CAPZA3,3
2691,NT5C3A,3
2692,SRR,3
2693,FPR3,3
2694,DTYMK,3
2695,S1PR4,3
2696,COX17,3
2697,INPP5F,3
2698,INPP5E,3
2699,FABP1,3
2700,ASPA,3
2701,ASNS,3
2702,INPP5B,3
2703,ALDH5A1,3
2704,CALCA,3
2705,OLR1,3
2706,CALCB,3
2707,CALCR,3
2708,CHDH,3
2709,INPP4B,3
2710,OTC,3
2711,INPP4A,3
2712,INPP1,3
2713,IMPA2,3
2714,IMPA1,3
2715,DMGDH,3
2716,GAMT,3
2717,GATM,3
2718,ALDH4A1,3
2719,PLK3,3
2720,SLC27A2,3
2721,KLF2,3
2722,F2RL1,3
2723,FPR2,3
2724,CAPZA2,3
2725,PIDD1,3
2726,COLGALT2,3
2727,LTB,3
2728,M6PR,3
2729,MC1R,3
2730,MC3R,3
2731,MC4R,3
2732,OXCT2,3
2733,PPBP,3
2734,DGUOK,3
2735,PF4V1,3
2736,PF4,3
2737,OSMR,3
2738,OSM,3
2739,NODAL,3
2740,MPL,3
2741,LIFR,3
2742,MAS1,3
2743,MOGAT3,3
2744,MOGAT2,3
2745,PDIA4,3
2746,INHBE,3
2747,INHBC,3
2748,MBOAT2,3
2749,MBOAT1,3
2750,INHBB,3
2751,INHBA,3
2752,OPRK1,3
2753,IL9R,3
2754,IL9,3
2755,COLGALT1,3
2756,TNFRSF13B,3
2757,OXCT1,3
2758,CAPZA1,3
2759,GRK5,3
2760,AACS,3
2761,DHODH,3
2762,DCTPP1,3
2763,MRE11,3
2764,CARD11,3
2765,RAD50,3
2766,GCGR,3
2767,GHRH,3
2768,GHRHR,3
2769,ITK,3
2770,HCK,3
2771,SETDB1,3
2772,GRK6,3
2773,GRK4,3
2774,SORT1,3
2775,GRK1,3
2776,GNRHR,3
2777,XCR1,3
2778,XCL2,3
2779,XCL1,3
2780,GRIK1,3
2781,GRIK2,3
2782,GRIK3,3
2783,GRIK4,3
2784,GRIK5,3
2785,TNFSF13,3
2786,APRT,3
2787,IAPP,3
2788,SETD7,3
2789,PTAFR,3
2790,ERO1A,3
2791,GALNT1,3
2792,TDO2,3
2793,RGS2,3
2794,KYNU,3
2795,NEU3,3
2796,KMO,3
2797,NEU4,3
2798,TRPC6,3
2799,ARAP3,3
2800,INMT,3
2801,B3GNT3,3
2802,B4GALT5,3
2803,C1GALT1,3
2804,C1GALT1C1,3
2805,PIAS1,3
2806,C1GALT1C1L,3
2807,NEU2,3
2808,CTNND1,3
2809,ENAH,3
2810,FMO4,3
2811,OSTCP2,3
2812,ST6GAL1,3
2813,ST6GAL2,3
2814,MAGI2,3
2815,TMEM258,3
2816,TUSC3,3
2817,BIRC6,3
2818,E2F4,3
2819,E2F5,3
2820,MEF2D,3
2821,HEXD,3
2822,FMO3,3
2823,FMO2,3
2824,FMO1,3
2825,REL,3
2826,GALNT10,3
2827,POPDC1,3
2828,GALNT11,3
2829,GALNT8,3
2830,GALNT9,3
2831,GALNTL5,3
2832,GALNTL6,3
2833,GIPR,3
2834,PPAT,3
2835,UBE2L3,3
2836,UBE2L6,3
2837,ST6GALNAC3,3
2838,ST6GALNAC4,3
2839,TYRP1,3
2840,TYR,3
2841,NPY1R,3
2842,MIF,3
2843,FOXO4,3
2844,GALNT7,3
2845,GALNT6,3
2846,GALNT5,3
2847,GALNT14,3
2848,UBA1,3
2849,UBA7,3
2850,HAAO,3
2851,RALBP1,3
2852,GALNT12,3
2853,GALNT13,3
2854,GALNT15,3
2855,GALNT4,3
2856,GALNT16,3
2857,GALNT17,3
2858,GALNT18,3
2859,KSR1,3
2860,GALNT2,3
2861,GALNT3,3
2862,OSTC,3
2863,PRKD1,3
2864,PRKD2,3
2865,PRKD3,3
2866,PTTG2,3
2867,TRHR,3
2868,PTTG1,3
2869,PKMYT1,3
2870,PDE6B,3
2871,TXNRD3,3
2872,TXNRD2,3
2873,TXNRD1,3
2874,SEPSECS,3
2875,PDE6A,3
2876,PDE5A,3
2877,MOS,3
2878,FZR1,3
2879,MARS2,3
2880,CNGA1,3
2881,PDE6G,3
2882,SFN,3
2883,TNNC2,3
2884,TACR1,3
2885,PHKG2,3
2886,PHKG1,3
2887,PHKB,3
2888,PTGFR,3
2889,PHKA2,3
2890,PHKA1,3
2891,TACR2,3
2892,PDE7B,3
2893,P2RX7,3
2894,P2RX6,3
2895,P2RX5,3
2896,P2RX4,3
2897,TACR3,3
2898,TBXA2R,3
2899,MARS1,3
2900,PCYT2,3
2901,ALG1,3
2902,MGAT4B,3
2903,KCNU1,3
2904,MAN2A1,3
2905,MAN2A2,3
2906,MGAT1,3
2907,MGAT2,3
2908,MGAT4A,3
2909,MGAT4C,3
2910,MAGT1,3
2911,MGAT4D,3
2912,RCHY1,3
2913,SESN2,3
2914,RAPGEF6,3
2915,MGAT5B,3
2916,MOGS,3
2917,KCNMB4,3
2918,KRTCAP2,3
2919,ALG11,3
2920,ALG3,3
2921,ALG12,3
2922,ALG13,3
2923,GGT7,3
2924,GGT6,3
2925,ALG14,3
2926,ALG2,3
2927,ALG9,3
2928,GANAB,3
2929,ESPL1,3
2930,FMO5,3
2931,KCNMB1,3
2932,KCNMB2,3
2933,KCNMB3,3
2934,DPM2,3
2935,UBE3A,3
2936,SEC22B,3
2937,DUSP6,3
2938,GMPR,3
2939,B3GNT2,3
2940,SLC18A3,3
2941,B4GALT4,3
2942,GUCY2C,3
2943,ASMTL,3
2944,HSPB1,3
2945,RAB39B,3
2946,LAP3,3
2947,GDNF,3
2948,GMPR2,3
2949,RRAGA,3
2950,RRAGB,3
2951,RRAGC,3
2952,RRAGD,3
2953,HOGA1,3
2954,XYLT2,3
2955,XYLT1,3
2956,DAPK3,3
2957,CCR7,3
2958,TOMM40L,3
2959,CCR2,3
2960,SLC6A11,3
2961,CCR6,3
2962,USP8,3
2963,MAP3K2,3
2964,GUK1,3
2965,SLC1A7,3
2966,MAP3K10,3
2967,SLC6A1,3
2968,GUCY2F,3
2969,PDE7A,3
2970,SLC5A7,3
2971,DAPK2,3
2972,SMCR8,3
2973,VPS11,3
2974,BUB1,3
2975,VPS16,3
2976,CXCR3,3
2977,NANP,3
2978,CXCR5,3
2979,SMAD9,3
2980,NANS,3
2981,SMAD5,3
2982,ELK4,3
2983,ALDH18A1,3
2984,SLC40A1,3
2985,TGDS,3
2986,SLC16A10,3
2987,GDF5,3
2988,GDF6,3
2989,NUDT12,3
2990,DERL1,3
2991,HTR3A,3
2992,HTR3B,3
2993,CKM,3
2994,HTR3E,3
2995,VPS18,3
2996,VPS33A,3
2997,VPS39,3
2998,CXCL13,3
2999,CXCL14,3
3000,P2RY12,3
3001,VPS41,3
3002,ATXN3L,3
3003,WDR41,3
3004,GDA,3
3005,ATXN3,3
3006,CMAS,3
3007,HTR3D,3
3008,HTR3C,3
3009,CCL8,3
3010,TOMM40,3
3011,TFE3,3
3012,PYCR1,3
3013,GALK2,3
3014,STK3,3
3015,AMHR2,3
3016,SLC6A4,3
3017,BMP5,3
3018,GNPNAT1,3
3019,NAGK,3
3020,PGM3,3
3021,HAL,3
3022,RASGRP4,3
3023,CCL1,3
3024,UXS1,3
3025,ARSB,3
3026,RASGRF1,3
3027,RASA2,3
3028,ATG9B,3
3029,ATG9A,3
3030,NUDT2,3
3031,RFNG,3
3032,LFNG,3
3033,MFNG,3
3034,OGT,3
3035,POMT1,3
3036,STX7,3
3037,POMT2,3
3038,DCT,3
3039,ATG3,3
3040,VAMP8,3
3041,VIP,3
3042,VIPR2,3
3043,ACVR1B,3
3044,FUT4,3
3045,ACVR1C,3
3046,CCL14,3
3047,CCL15,3
3048,GALNS,3
3049,CCL27,3
3050,B4GALT7,3
3051,MKNK2,3
3052,MKNK1,3
3053,CCL23,3
3054,CCL24,3
3055,CCL26,3
3056,SLC6A12,3
3057,B3GALT6,3
3058,SMOX,3
3059,SAT2,3
3060,PGAM5,3
3061,SAT1,3
3062,PYCR3,3
3063,PYCR2,3
3064,B3GAT3,3
3065,SPAM1,3
3066,GNS,3
3067,SLC6A13,3
3068,HGSNAT,3
3069,CCL16,3
3070,HPSE,3
3071,HPSE2,3
3072,CCL18,3
3073,FTCD,3
3074,HYAL1,3
3075,SGSH,3
3076,HYAL2,3
3077,HYAL3,3
3078,HYAL4,3
3079,IDS,3
3080,IDUA,3
3081,NAGLU,3
3082,DAPK1,3
3083,CYP8B1,3
3084,COX11,3
3085,GTF2H4,3
3086,LLGL1,3
3087,LLGL2,3
3088,NF2,3
3089,PALS1,3
3090,PATJ,3
3091,PGP,3
3092,GTF2H3,3
3093,CCNH,3
3094,GTF2H2C,3
3095,GTF2H2,3
3096,GTF2H1,3
3097,GTF2B,3
3098,NAGA,3
3099,KCNK3,3
3100,ACSM1,3
3101,NRG2,3
3102,NRG1,3
3103,NF1,3
3104,DLG3,3
3105,DLG2,3
3106,PLD4,3
3107,PLD3,3
3108,PFKFB4,3
3109,FEN1,3
3110,PLA2G15,3
3111,SLC4A4,3
3112,POLE,3
3113,POLE2,3
3114,POLE4,3
3115,SSBP1,3
3116,MTHFD1L,3
3117,CDK7,3
3118,HSD17B14,3
3119,KRT9,3
3120,A4GALT,3
3121,FUT1,3
3122,B3GALT5,3
3123,ADPGK,3
3124,B3GALNT1,3
3125,SORD,3
3126,ABO,3
3127,CDH2,3
3128,POLR2J3,3
3129,UGCG,3
3130,PDX1,3
3131,SMPD2,3
3132,ESAM,3
3133,ICAM2,3
3134,SGPP2,3
3135,CD22,3
3136,CD2,3
3137,FUT2,3
3138,GP9,3
3139,GP5,3
3140,GP1BB,3
3141,POLR2A,3
3142,POLR2B,3
3143,RCAN1,3
3144,TBC1D4,3
3145,POLR2C,3
3146,AQP1,3
3147,POLR2D,3
3148,POLR2G,3
3149,POLR2I,3
3150,POLR2J,3
3151,POLR2J2,3
3152,PKP2,3
3153,MTHFD2,3
3154,SGPL1,3
3155,KRT10,3
3156,NAPRT,3
3157,NAMPT,3
3158,DSG2,3
3159,DSP,3
3160,EPHX3,3
3161,HNRNPK,3
3162,KRT12,3
3163,NADK2,3
3164,KRT13,3
3165,KRT14,3
3166,KRT15,3
3167,KRT16,3
3168,KRT17,3
3169,KRT18,3
3170,PCBP1,3
3171,TIGAR,3
3172,NMNAT1,3
3173,NMNAT2,3
3174,FADS1,3
3175,JUNB,3
3176,SULT2A1,3
3177,NMNAT3,3
3178,SLC5A1,3
3179,TRPC3,3
3180,SRSF1,3
3181,LRRC4C,3
3182,SRSF3,3
3183,SLC39A4,3
3184,SRSF7,3
3185,VAPB,3
3186,L1CAM,3
3187,NADSYN1,3
3188,KRT19,3
3189,MTHFD2L,3
3190,KRT36,3
3191,RFK,3
3192,KRT34,3
3193,FLAD1,3
3194,BLVRB,3
3195,ACP2,3
3196,KRT35,3
3197,KRT37,3
3198,NADK,3
3199,KRT38,3
3200,TPK1,3
3201,SLC12A2,3
3202,MTHFS,3
3203,KRT39,3
3204,KRT40,3
3205,KRT33B,3
3206,MYO10,3
3207,KRT32,3
3208,KRT31,3
3209,KRT28,3
3210,KRT27,3
3211,PDXK,3
3212,DDX5,3
3213,PDXP,3
3214,PHOSPHO2,3
3215,KRT26,3
3216,KRT25,3
3217,PNPO,3
3218,KRT24,3
3219,ASPDH,3
3220,KRT23,3
3221,KRT20,3
3222,SGPP1,3
3223,NECTIN3,3
3224,NEO1,3
3225,KPNA3,3
3226,MAGOHB,3
3227,MAGOH,3
3228,KPNA7,3
3229,KPNA6,3
3230,KPNA5,3
3231,KPNA4,3
3232,KPNA2,3
3233,HDAC10,3
3234,GLE1,3
3235,EIF4A3,3
3236,EEF1A2,3
3237,EEF1A1,3
3238,DDX39B,3
3239,CASC3,3
3240,NCBP2,3
3241,NCBP2L,3
3242,ELANE,3
3243,NUP153,3
3244,RFXAP,3
3245,RFXANK,3
3246,RFX5,3
3247,NFYB,3
3248,NFYA,3
3249,KLRD1,3
3250,BRK1,3
3251,KLRC1,3
3252,CYFIP1,3
3253,CYFIP2,3
3254,KIR3DL2,3
3255,KIR3DL1,3
3256,NUP98,3
3257,ACIN1,3
3258,HDAC11,3
3259,NCKAP1L,3
3260,MMP13,3
3261,SLC38A3,3
3262,SLC38A2,3
3263,DDX3X,3
3264,EGR3,3
3265,NSF,3
3266,FRS2,3
3267,TRAF4,3
3268,HDAC7,3
3269,MAF,3
3270,TBX21,3
3271,MMP14,3
3272,RORC,3
3273,SCIN,3
3274,GSN,3
3275,MEFV,3
3276,H6PD,3
3277,DEFB4B,3
3278,DEFB4A,3
3279,DEFA6,3
3280,DEFA5,3
3281,DEFA4,3
3282,DEFA3,3
3283,DEFA1B,3
3284,DEFA1,3
3285,IDNK,3
3286,PGLS,3
3287,REN,3
3288,CPA3,3
3289,ACE2,3
3290,TLR8,3
3291,HDAC9,3
3292,NCKAP1,3
3293,KIR2DL5A,3
3294,KCNJ11,3
3295,PTGES3,3
3296,TARDBP,3
3297,VIM,3
3298,ACER2,3
3299,ACER1,3
3300,TBXAS1,3
3301,TTN,3
3302,ERCC1,3
3303,MYO6,3
3304,DHDH,3
3305,MYBPC3,3
3306,IGSF5,3
3307,KCNA4,3
3308,AGPS,3
3309,GAL3ST1,3
3310,ANK3,3
3311,ARSA,3
3312,ASAH2,3
3313,B4GALNT1,3
3314,ANK2,3
3315,CERS1,3
3316,CERS2,3
3317,ABCC5,3
3318,CERS4,3
3319,CERS5,3
3320,SELPLG,3
3321,CERS6,3
3322,DEGS1,3
3323,DEGS2,3
3324,PDCD1,3
3325,GALC,3
3326,KDSR,3
3327,RIMS1,3
3328,ABCC8,3
3329,RAE1,3
3330,UGT8,3
3331,MASP1,3
3332,MASP2,3
3333,THBD,3
3334,DYNC2LI1,3
3335,CD74,3
3336,ALOX15B,3
3337,MINPP1,3
3338,TJP2,3
3339,SEH1L,3
3340,KIR2DL1,3
3341,RBM8A,3
3342,KIR2DL2,3
3343,RANBP2,3
3344,KIR2DL3,3
3345,CPB2,3
3346,GALM,3
3347,CFD,3
3348,BPGM,3
3349,CFB,3
3350,CD55,3
3351,ALOXE3,3
3352,TCF3,3
3353,CBR3,3
3354,ATP5MGL,3
3355,HSPA4,3
3356,CD1E,3
3357,CD1D,3
3358,CD1C,3
3359,CD1B,3
3360,CD1A,3
3361,CRPPA,3
3362,CDK5R1,3
3363,KRT33A,3
3364,NCOA4,3
3365,RBCK1,3
3366,DPF1,3
3367,DPF3,3
3368,SHARPIN,3
3369,PANK3,3
3370,RNF31,3
3371,PPCDC,3
3372,PPCS,3
3373,VKORC1,3
3374,HSD17B2,3
3375,VKORC1L1,3
3376,KAT5,3
3377,NECTIN4,3
3378,DNM1L,3
3379,SLC39A8,3
3380,SLC39A14,3
3381,PRNP,3
3382,BPNT2,3
3383,SPTAN1,3
3384,BCO1,3
3385,AWAT2,3
3386,SLC3A2,3
3387,TSG101,3
3388,ALAD,3
3389,B3GALT4,3
3390,DKK1,3
3391,ACTG2,3
3392,PPIP5K2,3
3393,RHOG,3
3394,SACM1L,3
3395,CBR4,3
3396,HTD2,3
3397,ACTL6A,3
3398,ACTL6B,3
3399,ARID1A,3
3400,ARID1B,3
3401,MCAT,3
3402,SDR16C5,3
3403,NPC1,3
3404,ADAM10,3
3405,SYNJ1,3
3406,SYNJ2,3
3407,ACOT7,3
3408,TRPV4,3
3409,IGF2R,3
3410,KIR2DL4,3
3411,PANK2,3
3412,SLAMF1,3
3413,CHD4,3
3414,RBBP4,3
3415,HSD17B1,3
3416,EIF2AK1,3
3417,ARNT2,3
3418,PKN2,3
3419,THEM4,3
3420,EIF4B,3
3421,CYP2U1,3
3422,PMVK,3
3423,HMBS,3
3424,RUNX1T1,3
3425,HMOX2,3
3426,SPR,3
3427,ALK,3
3428,MVK,3
3429,CPOX,3
3430,PPOX,3
3431,UROD,3
3432,HGS,3
3433,CYP19A1,3
3434,CYP11B2,3
3435,CHMP6,3
3436,UROS,3
3437,HCFC1,3
3438,BST2,3
3439,EML4,3
3440,HEPHL1,3
3441,HEPH,3
3442,PTS,3
3443,MOCS1,3
3444,FECH,3
3445,ZBTB16,3
3446,BTD,3
3447,SAMHD1,3
3448,SMARCA2,3
3449,SMARCA4,3
3450,SMARCC1,3
3451,SMARCC2,3
3452,PDCD6IP,3
3453,HSD11B2,3
3454,LIAS,3
3455,LIPT1,3
3456,LIPT2,3
3457,SMARCD1,3
3458,SMARCD2,3
3459,TERC,3
3460,GCH1,3
3461,SMARCD3,3
3462,SMARCE1,3
3463,CA4,3
3464,GGH,3
3465,PPIP5K1,3
3466,PANK1,3
3467,COASY,3
3468,SIRT3,3
3469,ACOT8,3
3470,DHRS4,3
3471,COQ3,3
3472,MIR10A,3
3473,LRAT,3
3474,ZEB1,3
3475,RDH11,3
3476,COQ4,3
3477,SLC10A1,3
3478,COQ5,3
3479,MTMR2,3
3480,IPPK,3
3481,GANC,3
3482,RDH12,3
3483,ITPK1,3
3484,RDH13,3
3485,DKK2,3
3486,SNCA,3
3487,COQ6,3
3488,MTM1,3
3489,DHRS3,3
3490,IPMK,3
3491,AKR1D1,3
3492,AMACR,3
3493,ATP5MG,3
3494,ATP5MF,3
3495,ATP5ME,3
3496,IP6K1,3
3497,DCN,3
3498,IP6K2,3
3499,TFDP1,3
3500,SUFU,3
3501,PTCH2,3
3502,LRP2,3
3503,LPCAT4,3
3504,NUDT13,3
3505,LPCAT2,3
3506,IP6K3,3
3507,LPCAT1,3
3508,COQ2,3
3509,QPRT,3
3510,CYP2S1,3
3511,MIR10B,3
3512,MTMR1,3
3513,LBR,3
3514,MTMR6,3
3515,ATXN2L,3
3516,PI4K2A,3
3517,PSME3,3
3518,CHKA,3
3519,CHAT,3
3520,PI4KB,3
3521,CDS2,3
3522,CDS1,3
3523,ACHE,3
3524,MAML1,3
3525,OCRL,3
3526,PI4KA,3
3527,ATXN2,3
3528,COQ7,3
3529,PI4K2B,3
3530,ATXN1L,3
3531,MTMR8,3
3532,CHKB,3
3533,PIP5KL1,3
3534,CHMP1B,3
3535,DKK4,3
3536,PRDX1,3
3537,CD63,3
3538,SRD5A2,3
3539,SRD5A3,3
3540,CHMP1A,3
3541,LCT,3
3542,MAML3,3
3543,GGCX,3
3544,CHMP7,3
3545,MTMR7,3
3546,MAML2,3
3547,ATXN1,3
3548,COL27A1,2
3549,COL24A1,2
3550,MIR29B1,2
3551,COL11A2,2
3552,CALCRL,2
3553,MYH2,2
3554,MYO1E,2
3555,TIMP3,2
3556,MYO1F,2
3557,MYH3,2
3558,MYO1D,2
3559,MYO5C,2
3560,MYO1C,2
3561,TNNI1,2
3562,TNNI2,2
3563,TNNT1,2
3564,MYO1B,2
3565,MYO5B,2
3566,MYO5A,2
3567,TNNT3,2
3568,MYO1A,2
3569,TUBG1,2
3570,MYO1H,2
3571,MYL1,2
3572,MYO1G,2
3573,MYH8,2
3574,TUBG2,2
3575,ACTN2,2
3576,ACTN3,2
3577,COL11A1,2
3578,MIR141,2
3579,MYH7B,2
3580,MYH4,2
3581,MIR29A,2
3582,SLC39A2,2
3583,MYH15,2
3584,KCNJ17,2
3585,DAGLA,2
3586,DAGLB,2
3587,SLC38A1,2
3588,MIRLET7F2,2
3589,KCNJ12,2
3590,KCNJ14,2
3591,MIRLET7F1,2
3592,KCNJ18,2
3593,MYH13,2
3594,KCNJ4,2
3595,MIRLET7E,2
3596,MIRLET7D,2
3597,ASIC2,2
3598,GNAT3,2
3599,SLC6A9,2
3600,KCNK5,2
3601,SH2B2,2
3602,MIRLET7G,2
3603,IRAK2,2
3604,ARHGDIG,2
3605,RHOH,2
3606,AICDA,2
3607,BMAL1,2
3608,BUB3,2
3609,BUB1B,2
3610,CLOCK,2
3611,PER1,2
3612,PER3,2
3613,RASD1,2
3614,EPHX4,2
3615,RAB3A,2
3616,SNAP25,2
3617,ARHGDIA,2
3618,ARHGDIB,2
3619,MIRLET7I,2
3620,SLC6A5,2
3621,SCNN1A,2
3622,SCNN1B,2
3623,APLNR,2
3624,ACTA1,2
3625,ACLY,2
3626,MIRLET7A2,2
3627,MIRLET7A1,2
3628,MIR98,2
3629,DYNLRB1,2
3630,DYNLRB2,2
3631,MIR29C,2
3632,DYNLT1,2
3633,DYNLT3,2
3634,KIF22,2
3635,KIF23,2
3636,GAPDHS,2
3637,MYH1,2
3638,MIR29B2,2
3639,MIRLET7A3,2
3640,INSRR,2
3641,SCNN1G,2
3642,DIAPH3,2
3643,TAS1R2,2
3644,TAS1R3,2
3645,RGS9,2
3646,ARHGEF6,2
3647,SLC6A2,2
3648,MIRLET7C,2
3649,COL5A2,2
3650,ASRGL1,2
3651,ARHGEF7,2
3652,ADM,2
3653,ADM2,2
3654,MIRLET7B,2
3655,APELA,2
3656,APLN,2
3657,DIAPH2,2
3658,COL5A1,2
3659,UCN,2
3660,COL5A3,2
3661,DSC2,2
3662,PRPH,2
3663,NEFM,2
3664,NEFL,2
3665,NEFH,2
3666,CCS,2
3667,OGFRL1,2
3668,OGFR,2
3669,ALS2,2
3670,UCHL1,2
3671,TRAP1,2
3672,SNCAIP,2
3673,SEPTIN5,2
3674,PARK7,2
3675,MTNR1B,2
3676,MTNR1A,2
3677,MLNR,2
3678,TRPV6,2
3679,KCNJ10,2
3680,CELA2A,2
3681,CELA2B,2
3682,CELA3A,2
3683,SIGMAR1,2
3684,SPG11,2
3685,HIP1,2
3686,SEPTIN9,2
3687,MEN1,2
3688,HHEX,2
3689,KCNJ1,2
3690,AQP4,2
3691,RAB9A,2
3692,P2RY14,2
3693,P2RY13,2
3694,P2RY11,2
3695,ABI1,2
3696,SEPTIN8,2
3697,HTT,2
3698,SEPTIN6,2
3699,SEPTIN3,2
3700,LPO,2
3701,SEPTIN2,2
3702,SEPTIN12,2
3703,SEPTIN11,2
3704,ARHGEF26,2
3705,VLDLR,2
3706,IFT57,2
3707,CELA3B,2
3708,LRRK2,2
3709,GLRA1,2
3710,GRID2,2
3711,HCRT,2
3712,SLC22A8,2
3713,SLCO1B1,2
3714,SLCO1B3,2
3715,CBLIF,2
3716,LMBRD1,2
3717,MMACHC,2
3718,TCN2,2
3719,SLC26A6,2
3720,SLC26A9,2
3721,SLC6A19,2
3722,SLC39A5,2
3723,SLC39A3,2
3724,APOE,2
3725,SLC39A1,2
3726,SLC39A10,2
3727,GLRB,2
3728,GLRA3,2
3729,SLC39A11,2
3730,SLC39A12,2
3731,SLC22A1,2
3732,HCRTR1,2
3733,MLN,2
3734,CTRB2,2
3735,MCHR2,2
3736,MCHR1,2
3737,GPR37,2
3738,CPA1,2
3739,CPA2,2
3740,MC5R,2
3741,CPB1,2
3742,SLC39A9,2
3743,CTRB1,2
3744,CTRL,2
3745,HCRTR2,2
3746,SLC26A3,2
3747,KISS1R,2
3748,KISS1,2
3749,SLC39A7,2
3750,SLC39A6,2
3751,INSL5,2
3752,INSL3,2
3753,SLC1A5,2
3754,HRH3,2
3755,AIPL1,2
3756,AIP,2
3757,RAB9B,2
3758,CEBPE,2
3759,DIO1,2
3760,ETV5,2
3761,PPP1R3D,2
3762,VIPR1,2
3763,ERG,2
3764,PPP1R3E,2
3765,UCN3,2
3766,UCN2,2
3767,SLC39A13,2
3768,TRPV1,2
3769,GAST,2
3770,TRH,2
3771,KCNN1,2
3772,TFG,2
3773,KCNN3,2
3774,TAC4,2
3775,TAC3,2
3776,TAC1,2
3777,SSTR4,2
3778,PIM2,2
3779,DIO2,2
3780,HAMP,2
3781,RXFP4,2
3782,PPP1R3B,2
3783,PDCD4,2
3784,ELN,2
3785,MIR21,2
3786,EXOC7,2
3787,PPP1R3A,2
3788,AGRP,2
3789,HOXD10,2
3790,GPC1,2
3791,SLCO1C1,2
3792,PPP1R3C,2
3793,HMGA2,2
3794,SLC16A2,2
3795,RAMP3,2
3796,RAMP2,2
3797,RAMP1,2
3798,SPINT1,2
3799,SLC45A3,2
3800,F2RL2,2
3801,PRCC,2
3802,PTHLH,2
3803,KLK3,2
3804,NCOA2,2
3805,PTPA,2
3806,SLC34A3,2
3807,NR5A1,2
3808,AKAP13,2
3809,MMP16,2
3810,PRLHR,2
3811,PRLH,2
3812,RUNX2,2
3813,SLC34A1,2
3814,RSAD2,2
3815,SLC34A2,2
3816,TRPV5,2
3817,NR4A2,2
3818,MAFA,2
3819,MLX,2
3820,MLXIP,2
3821,MUC2,2
3822,HBB,2
3823,MLXIPL,2
3824,PMCH,2
3825,HBA2,2
3826,HBA1,2
3827,MRAP,2
3828,ATF1,2
3829,RXFP3,2
3830,RLN1,2
3831,CKS2,2
3832,CKS1B,2
3833,RXFP2,2
3834,RXFP1,2
3835,CCDC6,2
3836,RLN3,2
3837,BCR,2
3838,RLN2,2
3839,SP100,2
3840,TG,2
3841,UBR4,2
3842,POU2F3,2
3843,POU2F2,2
3844,POU2F1,2
3845,ZFP36,2
3846,VAC14,2
3847,CLCA1,2
3848,RANBP1,2
3849,CLCA2,2
3850,CLCA4,2
3851,URAD,2
3852,GJA1,2
3853,MARCKSL1,2
3854,NCOR2,2
3855,PSENEN,2
3856,PTCRA,2
3857,BOC,2
3858,IHH,2
3859,KIF3A,2
3860,HDDC3,2
3861,FBN1,2
3862,ID3,2
3863,ID4,2
3864,LEFTY1,2
3865,TAX1BP1,2
3866,LEFTY2,2
3867,RGMA,2
3868,SKIL,2
3869,SMAD7,2
3870,OPA1,2
3871,NBR1,2
3872,LRRC4,2
3873,NTN1,2
3874,NTNG1,2
3875,NTNG2,2
3876,PLXNA1,2
3877,PLXNA2,2
3878,PLXNA3,2
3879,PLXNA4,2
3880,NCSTN,2
3881,DEPTOR,2
3882,DNAJB1,2
3883,PLEKHM1,2
3884,CRYAA,2
3885,OLAH,2
3886,PPP1R1A,2
3887,PRKCH,2
3888,BCAP31,2
3889,BAMBI,2
3890,DAAM1,2
3891,DAAM2,2
3892,ZFYVE1,2
3893,MMP7,2
3894,NKD1,2
3895,NKD2,2
3896,RYK,2
3897,SOST,2
3898,LALBA,2
3899,TLE1,2
3900,SH3GLB1,2
3901,TLE2,2
3902,TLE3,2
3903,TLE4,2
3904,TLE6,2
3905,TLE7,2
3906,APH1A,2
3907,APH1B,2
3908,CIRSR,2
3909,ROBO1,2
3910,ROBO2,2
3911,ROBO3,2
3912,SLIT1,2
3913,LILRB3,2
3914,LILRB4,2
3915,LILRB5,2
3916,TEC,2
3917,TYROBP,2
3918,ABHD5,2
3919,COL17A1,2
3920,COL7A1,2
3921,DSG1,2
3922,IGBP1,2
3923,ATG4D,2
3924,ATG4C,2
3925,ATG4B,2
3926,ATG4A,2
3927,NUDT5,2
3928,NUDT9,2
3929,PAICS,2
3930,ATG10,2
3931,YKT6,2
3932,VAMP3,2
3933,STX4,2
3934,STX3,2
3935,STX2,2
3936,STX1B,2
3937,STX18,2
3938,LILRB2,2
3939,LILRB1,2
3940,LILRA6,2
3941,UNC5B,2
3942,SLIT2,2
3943,SLIT3,2
3944,SRGAP1,2
3945,SRGAP2,2
3946,SRGAP3,2
3947,SSH1,2
3948,SSH2,2
3949,SSH3,2
3950,TRPC4,2
3951,TRPC5,2
3952,UNC5A,2
3953,UNC5C,2
3954,LILRA5,2
3955,UNC5D,2
3956,BCL2L13,2
3957,AMFR,2
3958,CCN2,2
3959,NRF1,2
3960,TFAM,2
3961,FHL2,2
3962,LILRA1,2
3963,LILRA2,2
3964,LILRA3,2
3965,LILRA4,2
3966,TRAF3IP2,2
3967,DNAJC3,2
3968,MARCKS,2
3969,GIT2,2
3970,SIRPB1,2
3971,CHMP5,2
3972,CHMP4C,2
3973,CHMP3,2
3974,SIRPG,2
